DataLabel,TP,TE1,TE2,TE3,TE4,Program Number,Batch Status,Min_ster_Temp,Max_ster_Temp,Overall Avg TE1,Overall Avg TE2,Overall Avg TE3,Overall Avg TE4,Overall Avg TP,Overall Var TE1,Overall Var TE2,Overall Var TE3,Overall Var TE4,Overall Var TP,Time
19,2.1086885245901636,121.77786885245901,121.95409836065573,122.14590163934427,121.95901639344262,11,OK,121.2,122.2,89.52703488372093,114.39302325581394,114.97093023255815,114.92238372093024,1.0377616279069768,799.2293252932403,38.81120482744561,35.45139738287361,34.208214709471584,0.8190803978235811,2019-01-15 11:22:00
20,2.1089344262295078,121.7639344262295,121.95081967213115,122.1327868852459,121.95901639344262,9,OK,121.2,122.2,91.33806818181819,102.03512747875355,102.77414772727273,102.2721590909091,1.8515014164305947,815.3464099326608,477.0614898274518,441.95998502654754,476.772840909091,1.0702270007082175,2019-01-15 12:28:00
21,2.109016393442623,121.7672131147541,121.94508196721311,122.12295081967213,121.96229508196721,3,OK,121.2,122.2,90.1644171779141,106.670245398773,108.55490797546013,108.01932515337424,1.0648773006134968,838.0213145823504,248.37003501651688,210.83602199150513,223.33085615856533,0.8411407541293063,2019-01-15 13:35:00
22,2.1091803278688523,121.73196721311474,121.93770491803278,122.11967213114754,121.95737704918032,10,OK,121.2,122.2,93.90409836065574,103.95585831062671,104.55273224043717,103.99672131147541,1.9942779291553132,799.431133842354,460.4567347121107,425.63712950070925,459.73987963170845,0.6892453105224756,2019-01-15 14:59:00
23,2.1087704918032784,121.76147540983607,121.94098360655737,122.1155737704918,121.95737704918032,5,OK,121.2,122.2,92.77408450704226,107.8169014084507,108.17605633802818,108.51549295774647,1.081943661971831,754.8963886369064,200.98044799872656,195.46832338664728,189.28329036365076,0.7220733301503937,2019-01-15 16:59:00
24,2.11,121.76229508196721,121.97704918032788,122.15901639344261,121.98852459016393,4,OK,121.5,122.2,87.86229508196722,101.6983606557377,100.89868852459016,103.15311475409837,1.1454098360655736,1194.98544866264,562.6403591458156,552.2018403796388,500.1857221742882,0.8703722821397758,2019-01-16 09:50:00
25,2.1091803278688523,121.77131147540985,121.95983606557377,122.14180327868851,121.99344262295081,6,OK,121.2,122.2,90.73293650793651,111.8970238095238,112.27222222222221,112.5172619047619,1.0005357142857143,862.2219348985434,111.05818197955107,103.79103600618555,98.4417889094008,0.6146162134336828,2019-01-16 15:51:00
26,2.0,96.68571429,118.6714286,118.5,118.6,20,Emergency Failure,0.0,0.0,17.752000000000002,23.149333333333335,23.374666666666666,23.346666666666668,0.15186666666666668,4.294421621621634,0.20388468468468515,0.1416468468468486,0.16225225225225304,0.05533700900900894,2019-01-17 08:35:00
27,2.109917127071823,121.79613259668507,121.99585635359117,122.19502762430939,122.0011049723757,20,OK,121.2,122.2,93.13055555555556,96.80354406130267,97.13247126436782,96.56111111111112,1.4403256704980842,1158.2191901033352,918.7656154237538,925.9091747115417,935.7115446894637,0.45211341253310666,2019-01-17 11:26:00
28,2.109878048780488,121.79658536585366,121.99609756097561,122.19024390243902,121.99756097560976,20,OK,121.2,122.2,91.29618488628026,97.56933235509905,98.65539251650769,98.05634629493763,1.2838077769625824,1047.6671513666763,646.76794279915,611.978478608666,631.6827552162607,0.5534184564152445,2019-01-17 15:23:00
29,0.08,19.7,19.7,19.8,19.8,1,Maintenance,121.2,122.2,19.46061320754717,19.368396226415097,19.552830188679245,19.46061320754717,0.3736150234741784,2.1946126933738688,2.1314609228292833,2.2577644639184538,2.1946126933738688,7.133894888829833,2019-01-23 08:40:00
30,0.08,19.7,19.7,19.8,19.8,1,Maintenance,121.2,122.2,19.858212560386473,19.741545893719806,19.97487922705314,19.858212560386473,0.18067632850241544,1.899398245860887,1.8397218704563567,1.9590746212654173,1.899398245860887,0.06144808404859058,2019-01-23 09:17:00
31,3.15,27.0,27.2,27.4,27.3,2,Maintenance,121.2,122.2,22.83658146964856,22.86996805111821,22.80319488817891,22.83658146964856,3.01258785942492,8.454862988449257,8.492749037437536,8.41697693946098,8.454862988449257,0.1771410379290575,2019-01-23 10:10:00
32,2.0,96.68571429,118.6714286,118.5,118.6,20,Emergency Failure,0.0,0.0,13.399999999999999,22.76111111111111,23.694444444444443,23.438888888888886,0.9441666666666667,0.9348571428571422,47.68873015873014,53.355968253968285,51.967587301587244,0.0050421428571428666,2019-01-23 10:16:00
33,2.0,96.68571429,118.6714286,118.5,118.6,20,Emergency Failure,0.0,0.0,14.6,32.6,34.0,33.8,0.84,14.6,32.6,34.0,33.8,0.84,2019-01-23 10:16:00
34,2.1098895027624307,121.79640883977899,121.99613259668507,122.17430939226519,121.99613259668507,20,OK,121.2,122.2,79.90379310344828,98.59781609195403,98.82758620689656,98.76063218390804,1.1263333333333332,1556.3560983125453,478.70571115649983,470.6514524796266,472.73468275134826,0.5818028790492622,2019-01-23 15:04:00
35,1.957142857142857,96.68571428571428,118.67142857142858,118.5,118.60000000000001,9,FAILED,95.7,118.9,44.72735426008969,81.02735426008968,81.12421524663678,80.60762331838565,1.3611659192825114,703.6828069324926,359.15596008564563,355.19427584535185,335.035662343958,0.4339508867612007,2019-09-26 18:16:00
36,0.08,19.7,19.7,19.8,19.8,1,Maintenance,95.7,118.9,11.807511737089202,11.817840375586854,11.79718309859155,11.807511737089202,0.16061032863849767,54.078138010452655,53.90100097439988,54.25527504650543,54.078138010452655,0.051961418194702826,2019-09-27 11:57:00
37,3.15,27.0,27.2,27.4,27.3,2,Maintenance,95.7,118.9,22.472151898734175,22.428481012658228,22.515822784810126,22.472151898734175,3.0129430379746838,14.576483423749227,14.42921800281292,14.723748844685534,14.576483423749227,0.17976813642756703,2019-09-27 12:55:00
38,1.29,107.14999999999999,107.35000000000001,107.5,107.45,8,FAILED,106.9,107.5,70.1811320754717,72.02578616352201,71.87987421383647,71.70754716981132,0.749937106918239,1065.974705039407,1063.7210397261365,1074.5985797309127,1085.8503224265596,0.2199942998168937,2019-09-27 15:59:00
39,1.856875,118.015625,118.140625,118.315625,118.2796875,8,FAILED,110.4,122.1,89.53815028901734,91.80057803468208,91.54797687861272,91.32543352601155,1.1054335260115606,784.3429546982114,657.8474996639334,675.3425104180667,690.9708610028235,0.5408144911950531,2019-09-27 16:34:00
40,0.08,19.7,19.7,19.8,19.8,1,Maintenance,110.4,122.1,12.194811320754717,12.858962264150943,11.53066037735849,12.194811320754717,0.15745283018867925,55.57943999821158,57.32878185638919,53.83009814003397,55.57943999821158,0.05483234373602792,2019-09-28 11:40:00
41,2.1081967213114754,122.0155737704918,122.14344262295081,122.31229508196722,122.28360655737706,3,OK,121.2,122.4,92.07021943573667,97.75391849529781,98.91034482758621,97.46708463949844,1.059717868338558,823.1540474359728,578.1094106977387,527.4151442203428,617.8373722915559,0.8554851402772031,2019-09-28 14:03:00
42,2.074191616766467,120.97844311377246,121.5431137724551,121.68263473053892,121.66766467065868,4,OK,104.3,122.6,89.58973607038122,93.26568914956012,94.65190615835778,95.17038123167156,1.2497360703812315,1319.9442766948407,1145.2033193030882,1085.927150767638,1062.6767966189407,0.8589925771951006,2019-09-30 13:13:00
43,2.108360655737705,122.05491803278687,122.14180327868853,122.26803278688526,122.26065573770491,8,OK,121.2,122.4,96.01272189349112,99.58047337278106,100.93047337278107,101.03284023668638,1.096834319526627,702.1572560707947,614.8156413182794,543.9942911699127,535.7069598616401,0.7410163582252038,2019-09-30 14:14:00
44,2.1085245901639347,122.06311475409835,122.14999999999999,122.33360655737705,122.29754098360655,4,OK,121.5,122.4,93.46385964912281,98.76140350877193,101.27298245614035,98.52035087719298,1.1376140350877193,882.7601329379785,618.2554064739329,495.38211959476223,647.7160632567336,0.8986062589572522,2019-09-30 16:29:00
45,2.108360655737705,122.05,122.14344262295081,122.29754098360657,122.27704918032786,8,OK,121.2,122.4,97.06706231454005,101.28308605341246,100.32047477744807,100.75845697329376,1.1032047477744806,664.2408464038423,521.5141475907876,590.726692631058,562.5315428500777,0.7410754133107248,2019-09-30 17:39:00
46,2.0780000000000003,121.34,121.44000000000001,121.66,121.64000000000001,11,FAILED,121.2,121.7,74.57831325301204,79.44397590361446,78.1289156626506,78.76987951807229,0.6225301204819277,572.4749207740048,504.17338773274923,554.0515224534503,520.9226024096383,0.36828204454180374,2019-09-30 18:35:00
47,2.0969230769230767,121.63076923076923,121.8153846153846,121.96923076923076,121.92307692307692,11,FAILED,121.2,122.2,63.75595238095238,70.57738095238095,69.63373015873016,70.4920634920635,0.527579365079365,785.6921158224255,604.1783309618668,622.9738776639471,601.8135622589011,0.3975570653892367,2019-10-01 11:49:00
48,2.108032786885246,122.03770491803279,122.13688524590165,122.32131147540984,122.29590163934427,5,OK,121.2,122.4,96.15880597014926,99.04507462686567,99.08328358208955,99.14955223880597,1.0977611940298508,714.5383578514613,667.5875729734558,659.870677808562,651.9762797390296,0.7454617392081503,2019-10-01 12:56:00
49,2.111311475409836,122.11065573770492,122.2827868852459,122.45901639344262,122.39672131147542,7,OK,121.2,122.6,94.82435754189945,105.14134078212291,105.00435754189944,104.72804469273744,0.9596536312849162,375.30781767962765,125.15473198105273,127.13213982727821,129.48680769374977,0.3733279559571572,2019-10-01 15:37:00
50,2.1085245901639347,122.06065573770492,122.19918032786885,122.35081967213115,122.31639344262295,6,OK,121.2,122.5,97.64863387978141,107.09052823315118,106.01165755919854,106.16029143897997,0.9999817850637523,473.5287070719153,181.23224588834384,235.31982735697224,213.92991670322974,0.5826852186457124,2019-10-01 17:21:00
51,2.10827868852459,122.05983606557376,122.34508196721312,122.35409836065574,122.32622950819673,9,OK,121.2,122.6,98.841065830721,103.60909090909092,103.80689655172414,103.48871473354232,1.7856739811912226,569.4506038918793,551.280829045169,536.7610843634794,550.9862244435254,0.5192397172768669,2019-10-01 18:24:00
52,1.9600000000000002,119.44255319148937,119.64574468085107,119.83404255319148,119.7936170212766,10,FAILED,114.0,122.0,100.58602620087336,104.32969432314411,104.74978165938865,104.46855895196506,1.7366812227074235,614.818488087031,427.6305178886085,417.3376863556268,424.6624281774301,0.08709332337393698,2019-10-03 17:21:00
53,0.08,19.7,19.7,19.8,19.8,1,Maintenance,114.0,122.0,31.06285714285714,30.512857142857143,31.61285714285714,31.06285714285714,0.15399999999999997,5.102991797676008,4.91040806561858,5.295575529733436,5.102991797676008,0.051270047846889946,2019-10-04 14:09:00
54,2.1086813186813185,122.06318681318682,122.11813186813187,122.33736263736265,122.29175824175823,3,OK,121.2,122.4,90.43995327102803,93.74883177570094,93.9661214953271,92.50957943925233,1.149088785046729,1029.9803437917208,875.741567718706,848.9696458119024,916.1696269889899,0.8235520951432511,2019-10-04 17:07:00
55,2.10827868852459,121.94590163934426,122.10409836065574,122.25901639344262,122.23032786885246,10,OK,121.2,122.4,96.27643504531721,102.3465256797583,103.26223564954684,103.23111782477342,1.937250755287009,796.4696854344047,583.1789803167635,541.4920543806646,532.1473014739541,0.1450272672342763,2019-10-08 12:53:00
56,2.0,96.68571429,118.6714286,118.5,118.6,20,Emergency Failure,0.0,0.0,36.084,42.72,43.256,43.608000000000004,0.8640000000000001,0.17306666666666956,0.03833333333333342,0.023400000000000618,0.2724333333333374,0.002908333333333336,2019-10-08 13:15:00
57,2.1098895027624307,121.99668508287293,122.19475138121547,122.39337016574586,122.31712707182321,20,OK,121.2,122.4,81.60759753593429,93.35065023956193,93.5227241615332,93.79226557152636,1.1238056125941136,1455.4956066214754,790.4178163577224,791.9836613409836,785.4686730143542,0.6252403019136836,2019-10-09 14:47:00
58,2.1069354838709677,121.91612903225807,122.08870967741936,122.28064516129034,122.23387096774194,12,OK,121.2,122.4,79.3281746031746,82.39285714285714,87.13373015873016,87.87063492063493,0.883095238095238,1008.842111395686,854.754371087081,667.3576226838683,650.8637557705683,0.6977417757541257,2019-10-09 17:19:00
59,0.08,19.7,19.7,19.8,19.8,1,Maintenance,121.2,122.4,30.06346153846154,30.077884615384615,30.049038461538462,30.06346153846154,0.1494230769230769,6.112169267930148,2.9385423634336654,9.28579617242663,6.112169267930148,0.04897744332961724,2019-10-10 11:36:00
60,2.076774193548387,121.48548387096774,121.66451612903225,121.85322580645162,121.82096774193548,12,OK,121.2,121.9,85.73333333333333,110.8463963963964,109.64954954954955,111.77837837837838,0.9931981981981982,890.886123680241,76.11860686478317,94.62486404957004,63.550480616362584,0.7342435713994541,2019-11-14 12:18:00
61,2.0766129032258065,121.46935483870968,121.65,121.82741935483871,121.78387096774193,12,OK,121.2,121.9,86.9095890410959,109.6511415525114,107.63150684931506,109.90228310502282,0.9979452054794521,828.1390360688707,108.23315236060482,139.08207615935657,101.99756357086042,0.7399714465250721,2019-11-14 13:24:00
62,2.0768032786885247,121.55655737704917,121.74344262295082,121.91229508196722,121.97950819672131,11,OK,121.2,122.1,81.77802469135803,109.53012345679012,108.51407407407407,110.88765432098765,0.8937283950617283,1060.8010752964176,261.7336447867015,298.28819251925216,234.1980650287256,0.8155610646620224,2019-12-12 12:36:00
63,2.0765934065934064,121.56043956043956,121.67472527472528,121.87472527472528,121.83241758241758,5,OK,121.2,121.9,89.31224899598394,113.13313253012049,112.44899598393575,114.31124497991968,0.9768674698795181,853.2142359781172,76.1615760830039,91.86294667604086,59.34369623362592,0.854978095076484,2019-12-12 14:35:00
64,2.1096153846153847,122.07472527472527,122.17802197802199,122.36923076923077,122.30329670329671,3,OK,121.7,122.4,86.87088607594936,108.12097649186256,107.15509090909092,108.85927272727272,0.9563471971066908,854.4889153366346,160.7981461461861,170.95326183142862,129.05546030799786,0.8225862705401361,2019-12-14 11:56:00
65,2.1090659340659337,122.02032967032967,122.14999999999999,122.3554945054945,122.2978021978022,3,OK,121.7,122.4,89.4691743119266,107.30770642201834,105.88660550458715,107.64256880733944,0.9588440366972476,737.3740480302213,178.52096991365346,207.82289011063105,169.8042139773338,0.8303367127630865,2019-12-14 14:15:00
66,0.08,19.7,19.7,19.8,19.8,1,Maintenance,121.7,122.4,23.14458128078818,23.200000000000003,23.089162561576355,23.14458128078818,0.14142857142857143,0.4876637565234351,0.4965346534653434,0.4787928595815267,0.4876637565234351,0.03606181046676097,2019-12-16 10:15:00
67,2.1097252747252746,122.02692307692308,122.16428571428573,122.3587912087912,122.29835164835164,3,OK,121.7,122.4,87.58231173380035,103.12311733800351,102.00297723292469,103.6891418563923,0.9345884413309982,812.8472128921263,362.98321903708495,409.7931665591281,340.39830294650886,0.8069718917258117,2019-12-16 12:38:00
68,2.109963898916967,122.0879061371841,122.12996389891697,122.36732851985559,122.29963898916968,13,FAILED,39.2,122.4,113.81801619433197,117.21143724696356,116.71386639676113,117.31457489878542,1.8048582995951414,338.1186416532319,111.35313146819492,146.68360692032883,113.41366780289505,0.42487302954604167,2019-12-16 15:45:00
69,0.08,19.7,19.7,19.8,19.8,1,Maintenance,39.2,122.4,28.84328358208955,28.965174129353233,28.72139303482587,28.84328358208955,0.13985074626865673,1.012335572139298,0.8505810945273571,1.1740900497512385,1.012335572139298,0.035128477611940295,2019-12-17 09:55:00
70,2.076774193548387,121.49516129032257,121.62903225806451,121.81935483870969,121.77580645161291,12,OK,121.2,121.9,86.82192982456141,105.88464912280702,103.6517543859649,104.97105263157896,0.9695175438596492,839.5486799598111,189.68447696885397,250.1983669526234,211.2347530721076,0.7286134225983457,2019-12-17 10:52:00
71,2.1098351648351645,122.07582417582417,122.13846153846154,122.34835164835165,122.2923076923077,3,OK,121.7,122.4,89.64349376114082,105.99322638146167,103.42459893048128,105.30766488413548,0.9498039215686275,712.9469977718354,204.985311179016,279.40285809778436,223.08417328749627,0.8204215686274516,2019-12-17 13:51:00
72,2.1094505494505493,122.07252747252748,122.11428571428571,122.35164835164835,122.28681318681319,13,OK,121.7,122.4,99.5180894308943,113.16971544715447,110.88048780487804,112.4359756097561,1.143780487804878,455.4930529614361,60.59388749523947,107.01301972082858,74.32650352689932,0.7547795688242018,2019-12-17 15:19:00
73,2.10989010989011,122.07967032967034,122.16703296703298,122.36318681318683,122.29285714285714,3,OK,121.7,122.4,86.88644366197182,103.49348591549297,100.29348591549297,102.36197183098591,0.9414788732394366,865.2938370656026,340.08512504036696,448.41401392925536,362.27057952654195,0.8140433117221845,2019-12-18 11:21:00
74,2.077032967032967,121.56758241758241,121.6478021978022,121.85769230769232,121.80164835164835,5,OK,121.2,121.9,89.23168880455408,108.1495256166983,105.72865275142316,107.26907020872866,0.9642694497153701,769.8843741387147,154.28303684677618,225.40421548185034,178.4950681452507,0.8217556915173769,2019-12-18 13:59:00
75,2.1095054945054947,121.99010989010989,122.17142857142858,122.33516483516483,122.28571428571429,13,OK,121.7,122.4,90.7019855595668,104.08267148014441,102.9254512635379,104.69061371841156,1.0756498194945847,771.699833301779,375.9034243150258,403.5714848773678,350.23238913442174,0.6824521086166035,2019-12-19 13:49:00
76,1.633957219251337,113.27486631016043,114.85775401069519,114.57219251336899,115.29732620320854,13,FAILED,98.4,122.4,91.78142201834862,101.80848623853211,99.53371559633027,101.3605504587156,1.070711009174312,696.2815621111484,358.32827264578657,450.1284468522608,389.3181183169888,0.4520971944532316,2019-12-20 11:31:00
77,2.1096153846153847,121.98516483516484,122.1598901098901,122.33516483516483,122.28736263736263,13,OK,121.7,122.4,89.73608617594255,104.94667863554758,102.56965888689408,103.72280071813285,1.0741831238779174,815.74680695659,345.27439991992054,431.895678480555,383.29561228575324,0.6808776138873462,2019-12-21 10:42:00
78,2.0769021739130435,121.57282608695651,121.67445652173912,121.8445652173913,121.8,5,OK,121.2,121.9,85.00037383177569,104.45046728971963,101.37177570093458,103.04822429906542,0.9600934579439252,1012.154981133395,348.94205502467725,449.53558766495144,376.3360970282468,0.8188035493016904,2019-12-23 16:54:00
79,0.08,19.7,19.7,19.8,19.8,1,Maintenance,121.2,121.9,22.308457711442784,22.46268656716418,22.154228855721392,22.308457711442784,0.13980099502487564,0.44377263681592327,0.4929507462686597,0.3945945273631868,0.44377263681592327,0.03513596019900499,2019-12-24 09:15:00
80,2.0775409836065575,121.56830601092896,121.68142076502733,121.86502732240437,121.81256830601093,5,OK,121.2,121.9,84.6967924528302,104.91509433962264,101.91660377358491,103.5722641509434,0.9652075471698113,1020.1950558547627,324.2881271177373,427.8205177444089,355.062764240111,0.8225199001319677,2019-12-24 11:05:00
81,2.1094505494505493,121.98791208791208,122.13296703296703,122.33186813186813,122.28406593406594,13,OK,121.7,122.4,93.52408088235293,108.1045955882353,105.52150735294117,106.98033088235294,1.0845404411764705,654.9476142549559,175.02485913633328,250.1201811491169,206.99366397871313,0.6862042083062512,2019-12-24 14:01:00
82,2.109781420765027,122.06666666666668,122.17267759562841,122.34590163934426,122.29617486338798,3,OK,121.7,122.4,86.00491803278688,104.79872495446266,102.08069216757742,104.36193078324226,0.9587613843351549,929.9058334330502,294.75165895523384,380.18969952003,304.94028166673246,0.8315185360243579,2019-12-26 14:12:00
83,2.06,120.7,121.0,121.1,121.1,5,FAILED,120.7,121.1,66.51721518987341,96.34354430379746,92.83518987341772,95.87417721518987,0.4322278481012658,577.518180042408,319.92078943648403,365.3899514232473,314.61811321724525,0.29238284135449466,2019-12-30 17:16:00
84,2.076448087431694,121.57049180327867,121.67486338797814,121.8568306010929,121.82622950819673,5,OK,121.2,121.9,84.72528517110266,103.84980988593156,101.36634980988593,103.05038022813689,0.9602851711026616,1018.7727499185221,349.1261999637888,428.1212464602571,359.0499712837235,0.8211029661415887,2019-12-31 10:51:00
85,2.1098351648351645,122.06868131868131,122.1543956043956,122.34615384615384,122.29065934065933,3,OK,121.7,122.4,88.61212121212121,107.52556818181819,105.0653409090909,106.82253787878788,0.9787310606060605,830.6395112414477,187.23985736156664,254.3759311928583,203.64573396440704,0.8467518971738245,2019-12-31 13:16:00
86,2.0765760869565217,121.56630434782609,121.67228260869565,121.8592391304348,121.82336956521739,5,OK,121.2,121.9,85.83636363636363,104.04261363636364,101.03750000000001,102.55795454545455,0.9668749999999999,973.97275487321,329.73159619199515,439.9305834914614,372.96232749698083,0.8256503676470588,2020-01-01 13:04:00
87,2.1094505494505493,122.07142857142857,122.14010989010988,122.33736263736265,122.28571428571429,14,OK,121.7,122.4,82.08236744759556,109.2390875462392,107.868803945746,109.14377311960543,0.939790382244143,682.3739479685189,66.94435916640033,84.31234659237897,69.43093340031339,0.661247486870347,2020-01-01 15:28:00
88,2.0765934065934064,121.57142857142857,121.67307692307692,121.85604395604395,121.81593406593407,5,OK,121.2,121.9,85.27409523809524,108.21428571428571,104.92209523809524,106.94152380952382,0.965352380952381,977.8733734641955,156.9686695747003,242.53035056343086,187.68544805525195,0.8241379003998542,2020-01-02 14:45:00
89,2.076923076923077,121.5934065934066,121.65879120879121,121.85659340659342,121.81153846153846,5,OK,121.2,121.9,86.18403846153845,106.25653846153847,104.21096153846153,105.54615384615384,0.963173076923077,917.7709393434116,231.68700918926962,288.77273125092677,248.42534163331823,0.8225230528382987,2020-01-02 19:01:00
90,2.0765934065934064,121.60274725274725,121.67747252747252,121.8587912087912,121.81648351648352,5,OK,121.2,121.9,84.74038095238095,103.64495238095238,102.4144761904762,103.78666666666666,0.9604190476190476,1023.0496639767359,346.6174029080333,405.40036255906926,350.9825699745546,0.8191696713922204,2020-01-04 07:39:00
91,2.1093442622950818,122.01366120218579,122.14371584699452,122.348087431694,122.28306010928961,13,OK,121.7,122.4,94.79462962962963,109.52537037037037,107.20277777777778,108.48777777777778,1.0970185185185184,603.1531250944832,139.89959633752514,198.69466759431003,166.04226221397641,0.6894640070775785,2020-01-04 10:09:00
92,2.1095604395604397,122.01043956043956,122.13021978021979,122.34175824175824,122.29285714285714,13,OK,121.7,122.4,95.81794392523364,110.2743925233645,108.98485981308411,110.0185046728972,1.099607476635514,556.3278796597713,109.56059771080531,140.60203626308282,118.45151086842371,0.6907056508803254,2020-01-04 14:38:00
93,2.0765384615384614,121.55274725274724,121.63186813186813,121.82142857142857,121.78901098901098,5,OK,121.2,121.9,84.2156069364162,104.70712909441234,104.6878612716763,106.26647398843932,0.9684971098265895,1052.3952192737747,311.06128112422994,307.8639257258901,257.9477155355191,0.8295317137947202,2020-01-07 18:05:00
