DataLabel,TE1,TE2,TE3,TE4,Program Number,Batch Status
119,121.7,121.85,122.0,122.0,17,FAILED
120,121.7,121.85,122.0,121.975,17,FAILED
121,121.5262295081967,121.64590163934426,121.84426229508196,121.82295081967213,11,OK
122,122.02087912087912,122.1423076923077,122.34065934065934,122.3076923076923,17,OK
123,121.74000000000001,121.85999999999999,122.04,122.02000000000001,17,FAILED
124,122.03571428571429,122.16593406593407,122.33791208791209,122.32252747252748,17,OK
125,122.03846153846153,122.13901098901098,122.33846153846153,122.31648351648352,17,OK
126,122.03296703296704,122.12637362637362,122.32967032967034,122.30329670329671,17,OK
127,,,,,1,Maintenance
128,121.48548387096774,121.62741935483871,121.8225806451613,121.79516129032258,12,OK
129,,,,,1,Maintenance
130,121.48064516129033,121.62258064516129,121.79516129032258,121.77580645161291,12,OK
131,122.04505494505494,122.13076923076923,122.3478021978022,122.30494505494505,17,OK
132,54.190909090909095,77.15454545454546,75.4,72.95454545454545,17,FAILED
133,,,,,1,Maintenance
134,,,,,1,Maintenance
135,121.6,121.68282208588957,92.70552147239263,121.85950920245398,12,FAILED
136,,,,,1,Maintenance
137,121.33333333333333,121.57777777777778,121.52222222222223,121.60000000000001,11,FAILED
138,,,,,1,Maintenance
139,122.06703296703297,122.28626373626373,122.27472527472527,122.29395604395604,17,OK
140,121.76666666666667,122.05,122.03333333333335,122.10000000000001,3,FAILED
141,121.75,122.0125,122.0125,122.075,3,FAILED
142,122.0521978021978,122.2978021978022,122.27692307692307,122.31043956043956,3,OK
143,122.04505494505494,122.30494505494505,122.28296703296704,122.32142857142857,3,OK
144,121.325,121.9625,121.625,121.625,5,FAILED
145,121.75714285714285,121.95714285714287,121.91428571428571,122.01428571428572,17,FAILED
146,,,,,1,Maintenance
147,121.28888888888888,121.88888888888889,121.4888888888889,121.54444444444445,11,FAILED
148,121.56967213114754,122.09262295081966,121.95081967213115,121.99262295081968,11,OK
149,121.59918032786885,121.93606557377049,121.84918032786885,121.8688524590164,11,OK
150,122.13461538461539,122.28846153846153,122.27637362637363,122.32637362637364,17,OK
151,,,,,1,Maintenance
152,,,,,1,Maintenance
153,121.53387096774193,121.79032258064517,121.74677419354839,121.78870967741935,12,OK
154,121.56693548387096,121.79435483870968,121.76129032258065,121.84758064516129,11,OK
155,122.02741935483871,122.3016129032258,122.22419354838709,122.26451612903226,12,OK
156,122.0241935483871,122.24516129032257,122.22741935483872,122.26451612903226,12,OK
157,122.01774193548387,122.24354838709678,122.22419354838709,122.25,12,OK
158,121.2,121.6,121.6,121.7,11,FAILED
159,121.8,122.0,121.97,122.02000000000001,11,FAILED
160,121.77777777777777,122.0,121.96666666666667,122.02222222222223,11,FAILED
161,122.069918699187,122.28536585365853,122.26666666666667,122.30650406504066,11,OK
162,121.8,122.025,122.0,122.025,5,FAILED
163,,,,,2,Emergency Failure
164,,,,,2,Emergency Failure
165,,,,,2,Maintenance
166,122.10109289617486,122.32295081967213,122.27978142076503,122.33497267759563,5,OK
167,,,,,1,Maintenance
168,122.04677419354839,122.26129032258065,122.22741935483872,122.26774193548388,12,OK
169,122.0978021978022,122.30329670329671,122.27747252747253,122.31923076923076,5,OK
170,122.08736263736263,122.3,122.27472527472527,122.3120879120879,5,OK
171,122.08351648351649,122.29725274725274,122.27142857142859,122.31043956043956,5,OK
172,122.07912087912086,122.27967032967032,122.26978021978022,122.28736263736263,17,OK
173,122.07802197802198,122.27802197802197,122.26978021978022,122.29560439560439,17,OK
174,122.07747252747252,122.27637362637363,122.27362637362637,122.29615384615386,17,OK
175,,,,,1,Maintenance
176,122.0258064516129,122.30483870967741,122.25322580645161,122.27903225806452,12,OK
177,122.07142857142857,122.25989010989011,122.25604395604395,122.27362637362637,17,OK
178,122.09670329670328,122.27582417582418,122.27252747252747,122.29725274725274,17,OK
179,122.09945054945054,122.27417582417581,122.27252747252747,122.28846153846153,17,OK
180,122.07472527472527,122.28626373626373,122.27417582417581,122.2978021978022,17,OK
181,122.07802197802198,122.29010989010989,122.27417582417581,122.31043956043956,17,OK
182,122.07486338797814,122.2775956284153,122.27431693989071,122.30382513661202,17,OK
183,,,,,1,Maintenance
184,122.02741935483871,122.28064516129032,122.24354838709678,122.2741935483871,12,OK
185,122.07540983606557,122.3016393442623,122.27540983606556,122.31475409836065,17,OK
186,122.07417582417582,122.28736263736263,122.27252747252747,122.31373626373626,17,OK
187,122.07692307692308,122.28846153846153,122.27637362637363,122.30989010989012,17,OK
188,122.07362637362637,122.28351648351648,122.26813186813186,122.28461538461538,17,OK
189,122.02252747252747,122.28186813186812,122.26978021978022,122.28516483516482,17,OK
190,122.01803278688524,122.28196721311474,122.27103825136611,122.28469945355191,17,OK
191,,,,,1,Maintenance
192,121.80000000000001,122.09032258064515,122.05483870967741,122.08387096774193,12,OK
193,122.04340659340659,122.28186813186812,122.26758241758242,122.28241758241757,17,OK
194,122.04505494505494,122.28076923076922,122.26593406593408,122.28571428571429,17,OK
195,121.74000000000001,121.97999999999999,121.96,121.97999999999999,17,FAILED
196,,,,,2,Emergency Failure
197,,,,,2,Emergency Failure
198,,,,,2,Emergency Failure
199,,,,,2,Emergency Failure
200,,,,,2,Emergency Failure
201,,,,,2,Emergency Failure
202,,,,,2,Maintenance
203,,,,,2,Emergency Failure
204,,,,,2,Emergency Failure
205,,,,,2,Emergency Failure
206,,,,,2,Maintenance
207,,,,,2,Emergency Failure
208,,,,,2,Maintenance
209,,,,,2,Maintenance
210,,,,,1,Maintenance
211,121.99838709677418,122.28225806451613,122.24032258064516,122.28870967741935,12,OK
212,121.6,121.9,121.9,122.0,17,FAILED
213,,,,,1,Emergency Failure
214,,,,,2,Maintenance
215,,,,,1,Maintenance
216,122.03934426229507,122.30081967213115,122.26803278688524,122.31147540983606,11,OK
217,121.7,121.97999999999999,121.96,122.0,17,FAILED
218,,,,,1,Maintenance
219,121.98548387096774,122.27580645161291,122.23548387096774,122.28709677419356,12,OK
220,121.75714285714285,121.95714285714287,121.95714285714287,122.01428571428572,17,FAILED
221,122.0467032967033,122.27967032967032,122.26758241758242,122.28461538461538,17,OK
222,122.06043956043956,122.28131868131868,122.26648351648352,122.28461538461538,17,OK
223,122.06373626373626,122.28241758241757,122.27417582417581,122.28626373626373,17,OK
224,,,,,1,Maintenance
225,122.00967741935484,122.26290322580645,122.24354838709678,122.28064516129032,12,OK
226,121.5993265993266,121.80202020202019,121.77441077441077,121.81582491582492,8,FAILED
227,121.47857142857143,121.80892857142858,121.77678571428571,121.80357142857143,8,FAILED
228,122.05714285714285,122.28241758241757,122.27087912087912,122.28296703296704,17,OK
229,121.75714285714285,122.01428571428572,121.95714285714287,122.02857142857144,17,FAILED
230,,,,,2,Maintenance
231,,,,,1,Maintenance
232,122.02903225806452,122.2741935483871,122.24838709677418,122.29193548387097,12,OK
233,121.75,121.96666666666665,121.96666666666665,122.01666666666667,17,FAILED
234,121.8,122.0875,122.025,122.075,11,FAILED
235,122.02213114754097,122.3,122.27704918032786,122.30901639344263,11,OK
236,,,,,1,Maintenance
237,121.9758064516129,122.25483870967743,122.24516129032257,122.21129032258065,12,OK
238,122.04450549450549,122.27802197802197,122.26758241758242,122.24175824175825,17,OK
239,,,,,2,Maintenance
240,,,,,1,Maintenance
241,122.01774193548387,122.28548387096774,122.25161290322582,122.23709677419355,12,OK
242,122.06263736263735,122.3076923076923,122.27472527472527,122.26923076923077,17,OK
243,,,,,2,Maintenance
244,,,,,1,Maintenance
245,122.0,122.27903225806452,122.24193548387096,122.22258064516129,12,OK
246,122.06813186813186,122.28076923076922,122.2686813186813,122.24065934065933,17,OK
247,122.06703296703297,122.28021978021978,122.27362637362637,122.25549450549451,17,OK
248,,,,,2,Maintenance
249,,,,,1,Maintenance
250,122.02258064516128,122.26612903225806,122.24193548387096,122.22419354838709,12,OK
251,122.00769230769231,122.28296703296704,122.27417582417581,122.23846153846155,17,OK
252,122.00494505494507,122.28351648351648,122.27582417582418,122.23846153846155,17,OK
253,121.9857142857143,122.28186813186812,122.27362637362637,122.2412087912088,17,OK
254,121.98846153846155,122.28461538461538,122.27912087912088,122.24505494505493,17,OK
255,121.98548387096774,122.26612903225806,122.24032258064516,122.2258064516129,12,OK
256,,,,,1,Maintenance
257,122.03225806451613,122.28064516129032,122.23709677419355,122.23064516129033,12,OK
258,121.97096774193548,122.2709677419355,122.24677419354839,122.23709677419355,12,OK
259,121.99193548387096,122.2741935483871,122.23870967741935,122.23225806451612,12,OK
260,122.01451612903226,122.27258064516128,122.23870967741935,122.22258064516129,12,OK
261,121.99453551912568,122.30273224043717,122.27431693989071,122.25245901639344,17,OK
262,,,,,1,Maintenance
263,122.01935483870967,122.27258064516128,122.23548387096774,122.23064516129033,12,OK
264,121.98907103825137,122.2863387978142,122.27377049180328,122.23770491803279,17,OK
265,122.01612903225806,122.27903225806452,122.24193548387096,122.23548387096774,12,OK
266,122.0423076923077,122.28351648351648,122.27142857142856,122.25219780219781,14,OK
267,121.9857142857143,122.28571428571429,122.27637362637363,122.24010989010989,14,OK
268,122.02258064516128,122.25645161290322,122.24193548387096,122.2258064516129,12,OK
269,121.59333333333333,121.81555555555555,121.8,121.78666666666666,8,FAILED
270,121.60409836065573,121.82540983606557,121.8,121.78524590163934,8,FAILED
271,121.59285714285713,121.80714285714286,121.79945054945055,121.7824175824176,8,OK
272,,,,,2,Maintenance
273,,,,,1,Maintenance
274,122.05322580645162,122.25322580645161,122.24193548387096,122.23387096774194,12,OK
275,122.04175824175823,122.28571428571429,122.27582417582418,122.26153846153845,17,OK
276,122.06758241758241,122.31428571428572,122.28021978021978,122.27142857142856,17,OK
277,122.06318681318682,122.30274725274724,122.27527472527471,122.26648351648352,17,OK
278,,,,,1,Maintenance
279,122.06129032258065,122.29838709677419,122.28548387096774,122.26935483870967,12,OK
280,122.05322580645162,122.23870967741935,122.23870967741935,122.22258064516129,12,OK
